file_1,file_2,problem,pair_type,ground_truth
dataset/4A/4A-Python/360576754.py,dataset/4A/4A-Python/360587507.py,4A,independent_same_problem,0
dataset/4A/4A-Python/360576754.py,dataset/4A/4A-Python/360587507_cheat_format.py,4A,independent_same_problem,0
dataset/4A/4A-Python/360576754.py,dataset/4A/4A-Python/360641783.py,4A,independent_same_problem,0
dataset/4A/4A-Python/360576754.py,dataset/4A/4A-Python/360641783_cheat_header.py,4A,independent_same_problem,0
dataset/4A/4A-Python/360576754.py,dataset/4A/4A-Python/360643870.py,4A,independent_same_problem,0
dataset/4A/4A-Python/360576754.py,dataset/4A/4A-Python/360643870_cheat_combo.py,4A,independent_same_problem,0
dataset/4A/4A-Python/360576754_cheat_rename.py,dataset/4A/4A-Python/360587507.py,4A,independent_same_problem,0
dataset/4A/4A-Python/360576754_cheat_rename.py,dataset/4A/4A-Python/360587507_cheat_format.py,4A,independent_same_problem,0
dataset/4A/4A-Python/360576754_cheat_rename.py,dataset/4A/4A-Python/360641783.py,4A,independent_same_problem,0
dataset/4A/4A-Python/360576754_cheat_rename.py,dataset/4A/4A-Python/360641783_cheat_header.py,4A,independent_same_problem,0
dataset/4A/4A-Python/360576754_cheat_rename.py,dataset/4A/4A-Python/360643870.py,4A,independent_same_problem,0
dataset/4A/4A-Python/360576754_cheat_rename.py,dataset/4A/4A-Python/360643870_cheat_combo.py,4A,independent_same_problem,0
dataset/4A/4A-Python/360587507.py,dataset/4A/4A-Python/360641783.py,4A,independent_same_problem,0
dataset/4A/4A-Python/360587507.py,dataset/4A/4A-Python/360641783_cheat_header.py,4A,independent_same_problem,0
dataset/4A/4A-Python/360587507.py,dataset/4A/4A-Python/360643870.py,4A,independent_same_problem,0
dataset/4A/4A-Python/360587507.py,dataset/4A/4A-Python/360643870_cheat_combo.py,4A,independent_same_problem,0
dataset/4A/4A-Python/360587507_cheat_format.py,dataset/4A/4A-Python/360641783.py,4A,independent_same_problem,0
dataset/4A/4A-Python/360587507_cheat_format.py,dataset/4A/4A-Python/360641783_cheat_header.py,4A,independent_same_problem,0
dataset/4A/4A-Python/360587507_cheat_format.py,dataset/4A/4A-Python/360643870.py,4A,independent_same_problem,0
dataset/4A/4A-Python/360587507_cheat_format.py,dataset/4A/4A-Python/360643870_cheat_combo.py,4A,independent_same_problem,0
dataset/4A/4A-Python/360641783.py,dataset/4A/4A-Python/360643870.py,4A,independent_same_problem,0
dataset/4A/4A-Python/360641783.py,dataset/4A/4A-Python/360643870_cheat_combo.py,4A,independent_same_problem,0
dataset/4A/4A-Python/360641783_cheat_header.py,dataset/4A/4A-Python/360643870.py,4A,independent_same_problem,0
dataset/4A/4A-Python/360641783_cheat_header.py,dataset/4A/4A-Python/360643870_cheat_combo.py,4A,independent_same_problem,0
dataset/282A/282A-C/360567221.c,dataset/282A/282A-C/360630887.c,282A,independent_same_problem,0
dataset/282A/282A-C/360567221.c,dataset/282A/282A-C/360630887_cheat_rename.c,282A,independent_same_problem,0
dataset/282A/282A-C/360567221.c,dataset/282A/282A-C/360634032.c,282A,independent_same_problem,0
dataset/282A/282A-C/360567221.c,dataset/282A/282A-C/360634032_cheat_format.c,282A,independent_same_problem,0
dataset/282A/282A-C/360567221.c,dataset/282A/282A-C/360635216.c,282A,independent_same_problem,0
dataset/282A/282A-C/360567221.c,dataset/282A/282A-C/360635216_cheat_header.c,282A,independent_same_problem,0
dataset/282A/282A-C/360567221.c,dataset/282A/282A-C/360646971.c,282A,independent_same_problem,0
dataset/282A/282A-C/360567221.c,dataset/282A/282A-C/360646971_cheat_combo.c,282A,independent_same_problem,0
dataset/282A/282A-C/360567221_cheat_comment.c,dataset/282A/282A-C/360630887.c,282A,independent_same_problem,0
dataset/282A/282A-C/360567221_cheat_comment.c,dataset/282A/282A-C/360630887_cheat_rename.c,282A,independent_same_problem,0
dataset/282A/282A-C/360567221_cheat_comment.c,dataset/282A/282A-C/360634032.c,282A,independent_same_problem,0
dataset/282A/282A-C/360567221_cheat_comment.c,dataset/282A/282A-C/360634032_cheat_format.c,282A,independent_same_problem,0
dataset/282A/282A-C/360567221_cheat_comment.c,dataset/282A/282A-C/360635216.c,282A,independent_same_problem,0
dataset/282A/282A-C/360567221_cheat_comment.c,dataset/282A/282A-C/360635216_cheat_header.c,282A,independent_same_problem,0
dataset/282A/282A-C/360567221_cheat_comment.c,dataset/282A/282A-C/360646971.c,282A,independent_same_problem,0
dataset/282A/282A-C/360567221_cheat_comment.c,dataset/282A/282A-C/360646971_cheat_combo.c,282A,independent_same_problem,0
dataset/282A/282A-C/360630887.c,dataset/282A/282A-C/360634032.c,282A,independent_same_problem,0
dataset/282A/282A-C/360630887.c,dataset/282A/282A-C/360634032_cheat_format.c,282A,independent_same_problem,0
dataset/282A/282A-C/360630887.c,dataset/282A/282A-C/360635216.c,282A,independent_same_problem,0
dataset/282A/282A-C/360630887.c,dataset/282A/282A-C/360635216_cheat_header.c,282A,independent_same_problem,0
dataset/282A/282A-C/360630887.c,dataset/282A/282A-C/360646971.c,282A,independent_same_problem,0
dataset/282A/282A-C/360630887.c,dataset/282A/282A-C/360646971_cheat_combo.c,282A,independent_same_problem,0
dataset/282A/282A-C/360630887_cheat_rename.c,dataset/282A/282A-C/360634032.c,282A,independent_same_problem,0
dataset/282A/282A-C/360630887_cheat_rename.c,dataset/282A/282A-C/360634032_cheat_format.c,282A,independent_same_problem,0
dataset/282A/282A-C/360630887_cheat_rename.c,dataset/282A/282A-C/360635216.c,282A,independent_same_problem,0
dataset/282A/282A-C/360630887_cheat_rename.c,dataset/282A/282A-C/360635216_cheat_header.c,282A,independent_same_problem,0
dataset/282A/282A-C/360630887_cheat_rename.c,dataset/282A/282A-C/360646971.c,282A,independent_same_problem,0
dataset/282A/282A-C/360630887_cheat_rename.c,dataset/282A/282A-C/360646971_cheat_combo.c,282A,independent_same_problem,0
dataset/282A/282A-C/360634032.c,dataset/282A/282A-C/360635216.c,282A,independent_same_problem,0
dataset/282A/282A-C/360634032.c,dataset/282A/282A-C/360635216_cheat_header.c,282A,independent_same_problem,0
dataset/282A/282A-C/360634032.c,dataset/282A/282A-C/360646971.c,282A,independent_same_problem,0
dataset/282A/282A-C/360634032.c,dataset/282A/282A-C/360646971_cheat_combo.c,282A,independent_same_problem,0
dataset/282A/282A-C/360634032_cheat_format.c,dataset/282A/282A-C/360635216.c,282A,independent_same_problem,0
dataset/282A/282A-C/360634032_cheat_format.c,dataset/282A/282A-C/360635216_cheat_header.c,282A,independent_same_problem,0
dataset/282A/282A-C/360634032_cheat_format.c,dataset/282A/282A-C/360646971.c,282A,independent_same_problem,0
dataset/282A/282A-C/360634032_cheat_format.c,dataset/282A/282A-C/360646971_cheat_combo.c,282A,independent_same_problem,0
dataset/282A/282A-C/360635216.c,dataset/282A/282A-C/360646971.c,282A,independent_same_problem,0
dataset/282A/282A-C/360635216.c,dataset/282A/282A-C/360646971_cheat_combo.c,282A,independent_same_problem,0
dataset/282A/282A-C/360635216_cheat_header.c,dataset/282A/282A-C/360646971.c,282A,independent_same_problem,0
dataset/282A/282A-C/360635216_cheat_header.c,dataset/282A/282A-C/360646971_cheat_combo.c,282A,independent_same_problem,0
dataset/282A/282A-C++/360565239.cpp,dataset/282A/282A-C++/360567451.cpp,282A,independent_same_problem,0
dataset/282A/282A-C++/360565239.cpp,dataset/282A/282A-C++/360567451_cheat_rename.cpp,282A,independent_same_problem,0
dataset/282A/282A-C++/360565239.cpp,dataset/282A/282A-C++/360587121.cpp,282A,independent_same_problem,0
dataset/282A/282A-C++/360565239.cpp,dataset/282A/282A-C++/360587121_cheat_format.cpp,282A,independent_same_problem,0
dataset/282A/282A-C++/360565239.cpp,dataset/282A/282A-C++/360587609.cpp,282A,independent_same_problem,0
dataset/282A/282A-C++/360565239.cpp,dataset/282A/282A-C++/360587609_cheat_header.cpp,282A,independent_same_problem,0
dataset/282A/282A-C++/360565239.cpp,dataset/282A/282A-C++/360592412.cpp,282A,independent_same_problem,0
dataset/282A/282A-C++/360565239.cpp,dataset/282A/282A-C++/360592412_cheat_combo.cpp,282A,independent_same_problem,0
dataset/282A/282A-C++/360565239_cheat_comment.cpp,dataset/282A/282A-C++/360567451.cpp,282A,independent_same_problem,0
dataset/282A/282A-C++/360565239_cheat_comment.cpp,dataset/282A/282A-C++/360567451_cheat_rename.cpp,282A,independent_same_problem,0
dataset/282A/282A-C++/360565239_cheat_comment.cpp,dataset/282A/282A-C++/360587121.cpp,282A,independent_same_problem,0
dataset/282A/282A-C++/360565239_cheat_comment.cpp,dataset/282A/282A-C++/360587121_cheat_format.cpp,282A,independent_same_problem,0
dataset/282A/282A-C++/360565239_cheat_comment.cpp,dataset/282A/282A-C++/360587609.cpp,282A,independent_same_problem,0
dataset/282A/282A-C++/360565239_cheat_comment.cpp,dataset/282A/282A-C++/360587609_cheat_header.cpp,282A,independent_same_problem,0
dataset/282A/282A-C++/360565239_cheat_comment.cpp,dataset/282A/282A-C++/360592412.cpp,282A,independent_same_problem,0
dataset/282A/282A-C++/360565239_cheat_comment.cpp,dataset/282A/282A-C++/360592412_cheat_combo.cpp,282A,independent_same_problem,0
dataset/282A/282A-C++/360567451.cpp,dataset/282A/282A-C++/360587121.cpp,282A,independent_same_problem,0
dataset/282A/282A-C++/360567451.cpp,dataset/282A/282A-C++/360587121_cheat_format.cpp,282A,independent_same_problem,0
dataset/282A/282A-C++/360567451.cpp,dataset/282A/282A-C++/360587609.cpp,282A,independent_same_problem,0
dataset/282A/282A-C++/360567451.cpp,dataset/282A/282A-C++/360587609_cheat_header.cpp,282A,independent_same_problem,0
dataset/282A/282A-C++/360567451.cpp,dataset/282A/282A-C++/360592412.cpp,282A,independent_same_problem,0
dataset/282A/282A-C++/360567451.cpp,dataset/282A/282A-C++/360592412_cheat_combo.cpp,282A,independent_same_problem,0
dataset/282A/282A-C++/360567451_cheat_rename.cpp,dataset/282A/282A-C++/360587121.cpp,282A,independent_same_problem,0
dataset/282A/282A-C++/360567451_cheat_rename.cpp,dataset/282A/282A-C++/360587121_cheat_format.cpp,282A,independent_same_problem,0
dataset/282A/282A-C++/360567451_cheat_rename.cpp,dataset/282A/282A-C++/360587609.cpp,282A,independent_same_problem,0
dataset/282A/282A-C++/360567451_cheat_rename.cpp,dataset/282A/282A-C++/360587609_cheat_header.cpp,282A,independent_same_problem,0
dataset/282A/282A-C++/360567451_cheat_rename.cpp,dataset/282A/282A-C++/360592412.cpp,282A,independent_same_problem,0
dataset/282A/282A-C++/360567451_cheat_rename.cpp,dataset/282A/282A-C++/360592412_cheat_combo.cpp,282A,independent_same_problem,0
dataset/282A/282A-C++/360587121.cpp,dataset/282A/282A-C++/360587609.cpp,282A,independent_same_problem,0
dataset/282A/282A-C++/360587121.cpp,dataset/282A/282A-C++/360587609_cheat_header.cpp,282A,independent_same_problem,0
dataset/282A/282A-C++/360587121.cpp,dataset/282A/282A-C++/360592412.cpp,282A,independent_same_problem,0
dataset/282A/282A-C++/360587121.cpp,dataset/282A/282A-C++/360592412_cheat_combo.cpp,282A,independent_same_problem,0
dataset/282A/282A-C++/360587121_cheat_format.cpp,dataset/282A/282A-C++/360587609.cpp,282A,independent_same_problem,0
dataset/282A/282A-C++/360587121_cheat_format.cpp,dataset/282A/282A-C++/360587609_cheat_header.cpp,282A,independent_same_problem,0
dataset/282A/282A-C++/360587121_cheat_format.cpp,dataset/282A/282A-C++/360592412.cpp,282A,independent_same_problem,0
dataset/282A/282A-C++/360587121_cheat_format.cpp,dataset/282A/282A-C++/360592412_cheat_combo.cpp,282A,independent_same_problem,0
dataset/282A/282A-C++/360587609.cpp,dataset/282A/282A-C++/360592412.cpp,282A,independent_same_problem,0
dataset/282A/282A-C++/360587609.cpp,dataset/282A/282A-C++/360592412_cheat_combo.cpp,282A,independent_same_problem,0
dataset/282A/282A-C++/360587609_cheat_header.cpp,dataset/282A/282A-C++/360592412.cpp,282A,independent_same_problem,0
dataset/282A/282A-C++/360587609_cheat_header.cpp,dataset/282A/282A-C++/360592412_cheat_combo.cpp,282A,independent_same_problem,0
dataset/282A/282A-Python/360626074.py,dataset/282A/282A-Python/360638583.py,282A,independent_same_problem,0
dataset/282A/282A-Python/360626074.py,dataset/282A/282A-Python/360638583_cheat_rename.py,282A,independent_same_problem,0
dataset/282A/282A-Python/360626074.py,dataset/282A/282A-Python/360639994.py,282A,independent_same_problem,0
dataset/282A/282A-Python/360626074.py,dataset/282A/282A-Python/360639994_cheat_format.py,282A,independent_same_problem,0
dataset/282A/282A-Python/360626074.py,dataset/282A/282A-Python/360645626.py,282A,independent_same_problem,0
dataset/282A/282A-Python/360626074.py,dataset/282A/282A-Python/360645626_cheat_header.py,282A,independent_same_problem,0
dataset/282A/282A-Python/360626074.py,dataset/282A/282A-Python/360668226.py,282A,independent_same_problem,0
dataset/282A/282A-Python/360626074.py,dataset/282A/282A-Python/360668226_cheat_combo.py,282A,independent_same_problem,0
dataset/282A/282A-Python/360626074_cheat_comment.py,dataset/282A/282A-Python/360638583.py,282A,independent_same_problem,0
dataset/282A/282A-Python/360626074_cheat_comment.py,dataset/282A/282A-Python/360638583_cheat_rename.py,282A,independent_same_problem,0
dataset/282A/282A-Python/360626074_cheat_comment.py,dataset/282A/282A-Python/360639994.py,282A,independent_same_problem,0
dataset/282A/282A-Python/360626074_cheat_comment.py,dataset/282A/282A-Python/360639994_cheat_format.py,282A,independent_same_problem,0
dataset/282A/282A-Python/360626074_cheat_comment.py,dataset/282A/282A-Python/360645626.py,282A,independent_same_problem,0
dataset/282A/282A-Python/360626074_cheat_comment.py,dataset/282A/282A-Python/360645626_cheat_header.py,282A,independent_same_problem,0
dataset/282A/282A-Python/360626074_cheat_comment.py,dataset/282A/282A-Python/360668226.py,282A,independent_same_problem,0
dataset/282A/282A-Python/360626074_cheat_comment.py,dataset/282A/282A-Python/360668226_cheat_combo.py,282A,independent_same_problem,0
dataset/282A/282A-Python/360638583.py,dataset/282A/282A-Python/360639994.py,282A,independent_same_problem,0
dataset/282A/282A-Python/360638583.py,dataset/282A/282A-Python/360639994_cheat_format.py,282A,independent_same_problem,0
dataset/282A/282A-Python/360638583.py,dataset/282A/282A-Python/360645626.py,282A,independent_same_problem,0
dataset/282A/282A-Python/360638583.py,dataset/282A/282A-Python/360645626_cheat_header.py,282A,independent_same_problem,0
dataset/282A/282A-Python/360638583.py,dataset/282A/282A-Python/360668226.py,282A,independent_same_problem,0
dataset/282A/282A-Python/360638583.py,dataset/282A/282A-Python/360668226_cheat_combo.py,282A,independent_same_problem,0
dataset/282A/282A-Python/360638583_cheat_rename.py,dataset/282A/282A-Python/360639994.py,282A,independent_same_problem,0
dataset/282A/282A-Python/360638583_cheat_rename.py,dataset/282A/282A-Python/360639994_cheat_format.py,282A,independent_same_problem,0
dataset/282A/282A-Python/360638583_cheat_rename.py,dataset/282A/282A-Python/360645626.py,282A,independent_same_problem,0
dataset/282A/282A-Python/360638583_cheat_rename.py,dataset/282A/282A-Python/360645626_cheat_header.py,282A,independent_same_problem,0
dataset/282A/282A-Python/360638583_cheat_rename.py,dataset/282A/282A-Python/360668226.py,282A,independent_same_problem,0
dataset/282A/282A-Python/360638583_cheat_rename.py,dataset/282A/282A-Python/360668226_cheat_combo.py,282A,independent_same_problem,0
dataset/282A/282A-Python/360639994.py,dataset/282A/282A-Python/360645626.py,282A,independent_same_problem,0
dataset/282A/282A-Python/360639994.py,dataset/282A/282A-Python/360645626_cheat_header.py,282A,independent_same_problem,0
dataset/282A/282A-Python/360639994.py,dataset/282A/282A-Python/360668226.py,282A,independent_same_problem,0
dataset/282A/282A-Python/360639994.py,dataset/282A/282A-Python/360668226_cheat_combo.py,282A,independent_same_problem,0
dataset/282A/282A-Python/360639994_cheat_format.py,dataset/282A/282A-Python/360645626.py,282A,independent_same_problem,0
dataset/282A/282A-Python/360639994_cheat_format.py,dataset/282A/282A-Python/360645626_cheat_header.py,282A,independent_same_problem,0
dataset/282A/282A-Python/360639994_cheat_format.py,dataset/282A/282A-Python/360668226.py,282A,independent_same_problem,0
dataset/282A/282A-Python/360639994_cheat_format.py,dataset/282A/282A-Python/360668226_cheat_combo.py,282A,independent_same_problem,0
dataset/282A/282A-Python/360645626.py,dataset/282A/282A-Python/360668226.py,282A,independent_same_problem,0
dataset/282A/282A-Python/360645626.py,dataset/282A/282A-Python/360668226_cheat_combo.py,282A,independent_same_problem,0
dataset/282A/282A-Python/360645626_cheat_header.py,dataset/282A/282A-Python/360668226.py,282A,independent_same_problem,0
dataset/282A/282A-Python/360645626_cheat_header.py,dataset/282A/282A-Python/360668226_cheat_combo.py,282A,independent_same_problem,0
dataset/281A/281A-C/359656992.c,dataset/281A/281A-C/360620246.c,281A,independent_same_problem,0
dataset/281A/281A-C/359656992.c,dataset/281A/281A-C/360620246_cheat_rename.c,281A,independent_same_problem,0
dataset/281A/281A-C/359656992.c,dataset/281A/281A-C/360623901.c,281A,independent_same_problem,0
dataset/281A/281A-C/359656992.c,dataset/281A/281A-C/360623901_cheat_format.c,281A,independent_same_problem,0
dataset/281A/281A-C/359656992.c,dataset/281A/281A-C/360634329.c,281A,independent_same_problem,0
dataset/281A/281A-C/359656992.c,dataset/281A/281A-C/360634329_cheat_header.c,281A,independent_same_problem,0
dataset/281A/281A-C/359656992.c,dataset/281A/281A-C/360670120.c,281A,independent_same_problem,0
dataset/281A/281A-C/359656992.c,dataset/281A/281A-C/360670120_cheat_combo.c,281A,independent_same_problem,0
dataset/281A/281A-C/359656992_cheat_comment.c,dataset/281A/281A-C/360620246.c,281A,independent_same_problem,0
dataset/281A/281A-C/359656992_cheat_comment.c,dataset/281A/281A-C/360620246_cheat_rename.c,281A,independent_same_problem,0
dataset/281A/281A-C/359656992_cheat_comment.c,dataset/281A/281A-C/360623901.c,281A,independent_same_problem,0
dataset/281A/281A-C/359656992_cheat_comment.c,dataset/281A/281A-C/360623901_cheat_format.c,281A,independent_same_problem,0
dataset/281A/281A-C/359656992_cheat_comment.c,dataset/281A/281A-C/360634329.c,281A,independent_same_problem,0
dataset/281A/281A-C/359656992_cheat_comment.c,dataset/281A/281A-C/360634329_cheat_header.c,281A,independent_same_problem,0
dataset/281A/281A-C/359656992_cheat_comment.c,dataset/281A/281A-C/360670120.c,281A,independent_same_problem,0
dataset/281A/281A-C/359656992_cheat_comment.c,dataset/281A/281A-C/360670120_cheat_combo.c,281A,independent_same_problem,0
dataset/281A/281A-C/360620246.c,dataset/281A/281A-C/360623901.c,281A,independent_same_problem,0
dataset/281A/281A-C/360620246.c,dataset/281A/281A-C/360623901_cheat_format.c,281A,independent_same_problem,0
dataset/281A/281A-C/360620246.c,dataset/281A/281A-C/360634329.c,281A,independent_same_problem,0
dataset/281A/281A-C/360620246.c,dataset/281A/281A-C/360634329_cheat_header.c,281A,independent_same_problem,0
dataset/281A/281A-C/360620246.c,dataset/281A/281A-C/360670120.c,281A,independent_same_problem,0
dataset/281A/281A-C/360620246.c,dataset/281A/281A-C/360670120_cheat_combo.c,281A,independent_same_problem,0
dataset/281A/281A-C/360620246_cheat_rename.c,dataset/281A/281A-C/360623901.c,281A,independent_same_problem,0
dataset/281A/281A-C/360620246_cheat_rename.c,dataset/281A/281A-C/360623901_cheat_format.c,281A,independent_same_problem,0
dataset/281A/281A-C/360620246_cheat_rename.c,dataset/281A/281A-C/360634329.c,281A,independent_same_problem,0
dataset/281A/281A-C/360620246_cheat_rename.c,dataset/281A/281A-C/360634329_cheat_header.c,281A,independent_same_problem,0
dataset/281A/281A-C/360620246_cheat_rename.c,dataset/281A/281A-C/360670120.c,281A,independent_same_problem,0
dataset/281A/281A-C/360620246_cheat_rename.c,dataset/281A/281A-C/360670120_cheat_combo.c,281A,independent_same_problem,0
dataset/281A/281A-C/360623901.c,dataset/281A/281A-C/360634329.c,281A,independent_same_problem,0
dataset/281A/281A-C/360623901.c,dataset/281A/281A-C/360634329_cheat_header.c,281A,independent_same_problem,0
dataset/281A/281A-C/360623901.c,dataset/281A/281A-C/360670120.c,281A,independent_same_problem,0
dataset/281A/281A-C/360623901.c,dataset/281A/281A-C/360670120_cheat_combo.c,281A,independent_same_problem,0
dataset/281A/281A-C/360623901_cheat_format.c,dataset/281A/281A-C/360634329.c,281A,independent_same_problem,0
dataset/281A/281A-C/360623901_cheat_format.c,dataset/281A/281A-C/360634329_cheat_header.c,281A,independent_same_problem,0
dataset/281A/281A-C/360623901_cheat_format.c,dataset/281A/281A-C/360670120.c,281A,independent_same_problem,0
dataset/281A/281A-C/360623901_cheat_format.c,dataset/281A/281A-C/360670120_cheat_combo.c,281A,independent_same_problem,0
dataset/281A/281A-C/360634329.c,dataset/281A/281A-C/360670120.c,281A,independent_same_problem,0
dataset/281A/281A-C/360634329.c,dataset/281A/281A-C/360670120_cheat_combo.c,281A,independent_same_problem,0
dataset/281A/281A-C/360634329_cheat_header.c,dataset/281A/281A-C/360670120.c,281A,independent_same_problem,0
dataset/281A/281A-C/360634329_cheat_header.c,dataset/281A/281A-C/360670120_cheat_combo.c,281A,independent_same_problem,0
dataset/281A/281A-C++/360636476.cpp,dataset/281A/281A-C++/360644607.cpp,281A,independent_same_problem,0
dataset/281A/281A-C++/360636476.cpp,dataset/281A/281A-C++/360644607_cheat_rename.cpp,281A,independent_same_problem,0
dataset/281A/281A-C++/360636476.cpp,dataset/281A/281A-C++/360646201.cpp,281A,independent_same_problem,0
dataset/281A/281A-C++/360636476.cpp,dataset/281A/281A-C++/360646201_cheat_format.cpp,281A,independent_same_problem,0
dataset/281A/281A-C++/360636476.cpp,dataset/281A/281A-C++/360646251.cpp,281A,independent_same_problem,0
dataset/281A/281A-C++/360636476.cpp,dataset/281A/281A-C++/360646251_cheat_header.cpp,281A,independent_same_problem,0
dataset/281A/281A-C++/360636476.cpp,dataset/281A/281A-C++/360647993.cpp,281A,independent_same_problem,0
dataset/281A/281A-C++/360636476.cpp,dataset/281A/281A-C++/360647993_cheat_combo.cpp,281A,independent_same_problem,0
dataset/281A/281A-C++/360636476_cheat_comment.cpp,dataset/281A/281A-C++/360644607.cpp,281A,independent_same_problem,0
dataset/281A/281A-C++/360636476_cheat_comment.cpp,dataset/281A/281A-C++/360644607_cheat_rename.cpp,281A,independent_same_problem,0
dataset/281A/281A-C++/360636476_cheat_comment.cpp,dataset/281A/281A-C++/360646201.cpp,281A,independent_same_problem,0
dataset/281A/281A-C++/360636476_cheat_comment.cpp,dataset/281A/281A-C++/360646201_cheat_format.cpp,281A,independent_same_problem,0
dataset/281A/281A-C++/360636476_cheat_comment.cpp,dataset/281A/281A-C++/360646251.cpp,281A,independent_same_problem,0
dataset/281A/281A-C++/360636476_cheat_comment.cpp,dataset/281A/281A-C++/360646251_cheat_header.cpp,281A,independent_same_problem,0
dataset/281A/281A-C++/360636476_cheat_comment.cpp,dataset/281A/281A-C++/360647993.cpp,281A,independent_same_problem,0
dataset/281A/281A-C++/360636476_cheat_comment.cpp,dataset/281A/281A-C++/360647993_cheat_combo.cpp,281A,independent_same_problem,0
dataset/281A/281A-C++/360644607.cpp,dataset/281A/281A-C++/360646201.cpp,281A,independent_same_problem,0
dataset/281A/281A-C++/360644607.cpp,dataset/281A/281A-C++/360646201_cheat_format.cpp,281A,independent_same_problem,0
dataset/281A/281A-C++/360644607.cpp,dataset/281A/281A-C++/360646251.cpp,281A,independent_same_problem,0
dataset/281A/281A-C++/360644607.cpp,dataset/281A/281A-C++/360646251_cheat_header.cpp,281A,independent_same_problem,0
dataset/281A/281A-C++/360644607.cpp,dataset/281A/281A-C++/360647993.cpp,281A,independent_same_problem,0
dataset/281A/281A-C++/360644607.cpp,dataset/281A/281A-C++/360647993_cheat_combo.cpp,281A,independent_same_problem,0
dataset/281A/281A-C++/360644607_cheat_rename.cpp,dataset/281A/281A-C++/360646201.cpp,281A,independent_same_problem,0
dataset/281A/281A-C++/360644607_cheat_rename.cpp,dataset/281A/281A-C++/360646201_cheat_format.cpp,281A,independent_same_problem,0
dataset/281A/281A-C++/360644607_cheat_rename.cpp,dataset/281A/281A-C++/360646251.cpp,281A,independent_same_problem,0
dataset/281A/281A-C++/360644607_cheat_rename.cpp,dataset/281A/281A-C++/360646251_cheat_header.cpp,281A,independent_same_problem,0
dataset/281A/281A-C++/360644607_cheat_rename.cpp,dataset/281A/281A-C++/360647993.cpp,281A,independent_same_problem,0
dataset/281A/281A-C++/360644607_cheat_rename.cpp,dataset/281A/281A-C++/360647993_cheat_combo.cpp,281A,independent_same_problem,0
dataset/281A/281A-C++/360646201.cpp,dataset/281A/281A-C++/360646251.cpp,281A,independent_same_problem,0
dataset/281A/281A-C++/360646201.cpp,dataset/281A/281A-C++/360646251_cheat_header.cpp,281A,independent_same_problem,0
dataset/281A/281A-C++/360646201.cpp,dataset/281A/281A-C++/360647993.cpp,281A,independent_same_problem,0
dataset/281A/281A-C++/360646201.cpp,dataset/281A/281A-C++/360647993_cheat_combo.cpp,281A,independent_same_problem,0
dataset/281A/281A-C++/360646201_cheat_format.cpp,dataset/281A/281A-C++/360646251.cpp,281A,independent_same_problem,0
dataset/281A/281A-C++/360646201_cheat_format.cpp,dataset/281A/281A-C++/360646251_cheat_header.cpp,281A,independent_same_problem,0
dataset/281A/281A-C++/360646201_cheat_format.cpp,dataset/281A/281A-C++/360647993.cpp,281A,independent_same_problem,0
dataset/281A/281A-C++/360646201_cheat_format.cpp,dataset/281A/281A-C++/360647993_cheat_combo.cpp,281A,independent_same_problem,0
dataset/281A/281A-C++/360646251.cpp,dataset/281A/281A-C++/360647993.cpp,281A,independent_same_problem,0
dataset/281A/281A-C++/360646251.cpp,dataset/281A/281A-C++/360647993_cheat_combo.cpp,281A,independent_same_problem,0
dataset/281A/281A-C++/360646251_cheat_header.cpp,dataset/281A/281A-C++/360647993.cpp,281A,independent_same_problem,0
dataset/281A/281A-C++/360646251_cheat_header.cpp,dataset/281A/281A-C++/360647993_cheat_combo.cpp,281A,independent_same_problem,0
dataset/281A/281A-Python/360622053.py,dataset/281A/281A-Python/360622562.py,281A,independent_same_problem,0
dataset/281A/281A-Python/360622053.py,dataset/281A/281A-Python/360622562_cheat_rename.py,281A,independent_same_problem,0
dataset/281A/281A-Python/360622053.py,dataset/281A/281A-Python/360633476.py,281A,independent_same_problem,0
dataset/281A/281A-Python/360622053.py,dataset/281A/281A-Python/360633476_cheat_format.py,281A,independent_same_problem,0
dataset/281A/281A-Python/360622053.py,dataset/281A/281A-Python/360637011.py,281A,independent_same_problem,0
dataset/281A/281A-Python/360622053.py,dataset/281A/281A-Python/360637011_cheat_header.py,281A,independent_same_problem,0
dataset/281A/281A-Python/360622053.py,dataset/281A/281A-Python/360640808.py,281A,independent_same_problem,0
dataset/281A/281A-Python/360622053.py,dataset/281A/281A-Python/360640808_cheat_combo.py,281A,independent_same_problem,0
dataset/281A/281A-Python/360622053_cheat_comment.py,dataset/281A/281A-Python/360622562.py,281A,independent_same_problem,0
dataset/281A/281A-Python/360622053_cheat_comment.py,dataset/281A/281A-Python/360622562_cheat_rename.py,281A,independent_same_problem,0
dataset/281A/281A-Python/360622053_cheat_comment.py,dataset/281A/281A-Python/360633476.py,281A,independent_same_problem,0
dataset/281A/281A-Python/360622053_cheat_comment.py,dataset/281A/281A-Python/360633476_cheat_format.py,281A,independent_same_problem,0
dataset/281A/281A-Python/360622053_cheat_comment.py,dataset/281A/281A-Python/360637011.py,281A,independent_same_problem,0
dataset/281A/281A-Python/360622053_cheat_comment.py,dataset/281A/281A-Python/360637011_cheat_header.py,281A,independent_same_problem,0
dataset/281A/281A-Python/360622053_cheat_comment.py,dataset/281A/281A-Python/360640808.py,281A,independent_same_problem,0
